OBJECTID,DOCUMENTNBR,CRASHREPORTLINK,CRASHYR,DISTRICTNBR,NLFID,NLFJURCD,NLFCOUNTYCD,NLFROUTETYPECD,COUNTYLOGNBR,ODOTLATITUDENBR,ODOTLONGITUDENBR,ODOTFIPSCD,SEVERITYBYTYPECD,ODPSTOTALFATALITIESNBR,INCAPACINJURIESNBR,NONINCAPACINJURIESNBR,POSSIBLEINJURIESNBR,NOINJURYREPORTEDNBR,UNRESTRAINOCCUPANTS,NUMBEROFUNITSNBR,CRASHTYPECD,FHWARDWYDEPARTUREIND,ODOTINTERSECTIONRELIND,ODOTCRASHLOCATIONCD,FACILITYTYPECD,AREACD,FUNCTIONALCLASSCD,NHSCD,ODOTDIVUNDIVIND,ODOTLANESNBR,OPERACCESSCONTROLCD,FREEWAYIND,INTERSTATEIND,ODOTMAINTAINEDHWYIND,MAINTENANCEAUTHORITYCD,ODOTCITYVILLAGETWPNME,MONTHOFCRASH,TIMEOFCRASH,DAYINWEEKCD,WEATHERCONDCD,ROADCONDPRIMARYCD,ROADCONDSECONDARYCD,LIGHTCONDPRIMARYCD,ROADCONTOURCD,ODPSALCOHOLIND,ODPSDRUGIND,ODPSSCHOOLZONEIND,ODPSMOTORCYCLEIND,ODPSSPEEDIND,ODPSSENIORDRIVERIND,ODPSWORKZONEIND,ODPSLOCINWORKZONECD,ODPSTYPEOFWORKZONECD,ODOTYOUNGDRIVERIND,DISTRACTEDDRIVERIND,ODPSCITYVILLAGETWPNME,ODPSLOCROADDIRCD,ODPSLOCROADNME,ODPSLOCROADSUFFIXCD,ODPSLOCDIRSUFFIXCD,ODPSLOCROUTEPREFIXCD,ODPSLOCROUTEID,ODPSLOCROUTESUFFIXCD,ODPSREFDIRECTIONCD,ODPSREFGIVEN,ODPSREFSUFFIXCD,ODPSREFDIRSUFFIXCD,ODPSREFROUTEPREFIXCD,ODPSREFROUTEID,ODPSREFROUTESUFFIXCD,ODPSADDRESSREFERENCE,ODPSMILEPOSTREFERENCE,ODPSREFPOINTUSEDCD,LOCALREPORTNUMBERID,U1ATFAULTIND,U1ODPSUNITNBR,U1DIRECTIONFROMCD,U1DIRECTIONTOCD,U1TURNCD,U1TRAFFICCONTROLCD,U1TYPEOFUNITCD,U1SPECIALFUNCTIONCD,U1UNITSPEEDNBR,U1POSTEDSPEEDNBR,U1PRECRASHACTIONCD,U1CONTCIRPRIMARYCD,U1CONTCIRSECONDARYCD,U1OBJECTSTRUCK,U1SEQOFEVENTS1CD,U1SEQOFEVENTS2CD,U1SEQOFEVENTS3CD,U1SEQOFEVENTS4CD,U1SEQOFEVENTS5CD,U1SEQOFEVENTS6CD,U1NONMOTORISTLOCCD,U1AGENBR,U1GENDERCD,U1ALCOHDRUGSUSPCTDCD,U1DISTRACTEDBY1CD,U1DISTRACTEDBY2CD,U2ODPSUNITNBR,U2DIRECTIONFROMCD,U2DIRECTIONTOCD,U2TURNCD,U2TRAFFICCONTROLCD,U2TYPEOFUNITCD,U2SPECIALFUNCTIONCD,U2UNITSPEEDNBR,U2POSTEDSPEEDNBR,U2PRECRASHACTIONCD,U2CONTCIRPRIMARYCD,U2CONTCIRSECONDARYCD,U2SEQOFEVENTS1CD,U2SEQOFEVENTS2CD,U2SEQOFEVENTS3CD,U2SEQOFEVENTS4CD,U2SEQOFEVENTS5CD,U2SEQOFEVENTS6CD,U2NONMOTORISTLOCCD,U2AGENBR,U2GENDERCD,U2ALCOHDRUGSUSPCTDCD,U2DISTRACTEDBY1CD,U2DISTRACTEDBY2CD,U3ODPSUNITNBR,U3TRAFFICCONTROLCD,U3TYPEOFUNITCD,U3SPECIALFUNCTIONCD,U3PRECRASHACTIONCD,U3CONTCIRPRIMARYCD,U3CONTCIRSECONDARYCD,U3SEQOFEVENTS1CD,U3SEQOFEVENTS2CD,U3SEQOFEVENTS3CD,U3SEQOFEVENTS4CD,U3SEQOFEVENTS5CD,U3SEQOFEVENTS6CD,INTERSECTIONIDCURRENT,INTERSECTIONLEGID,INTERCHANGEID,SARAMPID,SASEGMENTID,STATETRUELOGNBR
2162141,20156067867,https://hsip.dot.state.oh.us/report/?docnbr=20156067867,2015,5,MFAIMR00479**C,M,FAI,MR,0.25,39.885544,-82.75103,62498,1,0,0,0,0,4,0,4,7,N,N,1,,99999,0, , ,0,0,N,N,N,80,PICKERINGTON,6,2302,6,2,2,0,4,2,0,0,0,0,0,0,0,0,0,N,Y,PICKERINGTON,N,EAST,ST,,,,,,BORLAND,ST,,,,,,,1,00000A-15-0941,Y,1,1,2,NT,12,5,1,25,25,1,17,,0,21,21,,,,,,51,M,1,7,1,2,1,2,NT,12,3,1,,25,10,1,,20,,,,,,,,,,,,3,12,3,1,10,1,,20,,,,,,,,,,,999.99
2167625,20156073376,https://hsip.dot.state.oh.us/report/?docnbr=20156073376,2015,5,CFAICR00033A*C,C,FAI,CR,5.07,39.723222,-82.60763,41720,2,0,0,0,1,4,3,2,19,N,N,10,,99999,3, ,U,4,3,N,N,N,80,LANCASTER,6,1302,5,2,1,0,1,1,0,0,0,0,0,1,0,0,0,N,N,LANCASTER,N,MEMORIAL,DR,,,,,,823,,,,,,,,3,15  04867,Y,1,4,2,RT,12,5,1,15,35,8,2,,41,20,41,,,,,,71,F,1,1,1,2,1,2,NT,12,7,1,25,35,1,1,,20,,,,,,,79,M,1,1,1,,,,,,,,,,,,,,,,,,,5.07
2159827,20156065544,https://hsip.dot.state.oh.us/report/?docnbr=20156065544,2015,5,TFAITR00217**C,T,FAI,TR,0.34,39.913306,-82.803945,18000,2,0,0,0,1,2,0,2,6,Y,N,1,,99999,5, ,U,2,0,N,N,N,80,COLUMBUS,6,1614,2,4,2,0,1,4,0,0,0,0,0,0,0,0,0,Y,N,COLUMBUS,,HINES,RD,,,,,,REFUGEE,RD,,,,,,,1,150468152,Y,2,1,2,NT,12,2,1,20,25,13,17,,0,11,20,,,,,,18,F,1,1,1,1,2,1,NT,12,2,1,15,25,1,1,,20,,,,,,,30,M,1,1,1,,,,,,,,,,,,,,,,,,,0.34
2073657,20154017688,https://hsip.dot.state.oh.us/report/?docnbr=20154017688,2015,5,CFAI9999999**C,C,FAI,99,99.99,,,63240,3,0,0,1,1,0,0,2,1,Y,N,1,,99999,0, , ,0,0,N,N,N,80,PLEASANT TOWNSHIP,6,2250,5,1,1,9,5,4,1,0,0,0,0,0,0,0,0,Y,N,PLEASANT (TOWNSHIP OF),,PLEASANTVILLE,RD,,,,,,1555,,,,,,,,3,15CR2655,Y,1,5,8,NT,12,2,1,15,45,8,17,,0,10,20,,,,,,49,F,2,1,1,2,8,5,NT,12,3,1,35,45,1,1,,20,,,,,,,20,F,1,1,1,,,,,,,,,,,,,,,,,,,99.99
2155915,20156061623,https://hsip.dot.state.oh.us/report/?docnbr=20156061623,2015,5,MFAIMR00295**C,M,FAI,MR,0.09,39.714773,-82.591014,41720,1,0,0,0,0,0,0,1,13,N,Y,2,,99999,0, , ,0,0,N,N,N,80,LANCASTER,5,2108,5,2,1,0,4,1,0,0,0,0,0,0,0,0,0,N,N,LANCASTER,N,MT PLEASANT,AV,,,,,E,WHEELING,ST,,,,,,,1,15  04017,Y,1,9,9,NT,2,99,22,10,25,99,17,,37,37,,,,,,,,U,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.99
2155959,20156061667,https://hsip.dot.state.oh.us/report/?docnbr=20156061667,2015,5,MFAI9999999**C,M,FAI,99,99.99,,,41720,1,0,0,0,0,0,0,2,7,N,N,1,,99999,0, , ,0,0,N,N,N,80,LANCASTER,5,1340,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,LANCASTER,N,MEMORIAL,DR,,,,,,2687,,,,,,,,3,15  03976,Y,1,9,9,NT,1,99,1,0,,10,99,,99,99,,,,,,,,U,0,0,0,2,4,3,NT,1,6,1,,5,99,1,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99
2169747,20156075503,https://hsip.dot.state.oh.us/report/?docnbr=20156075503,2015,5,MFAIMR00413**C,M,FAI,MR,0.49,39.722351,-82.615814,41720,1,0,0,0,0,1,0,2,5,N,N,1,,99999,0, , ,0,0,N,N,N,80,LANCASTER,5,1600,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,N,N,LANCASTER,,WASHINGTON,AV,,,,,,718 WASHINGTON AV,,,,,,,,3,15  04108,Y,1,2,1,NT,1,6,1,0,,1,17,,0,21,,,,,,,0,U,5,1,1,2,2,1,NT,1,7,1,,25,10,1,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.99
2296123,20157031813,https://hsip.dot.state.oh.us/report/?docnbr=20157031813,2015,5,SFAIUS00033**C,S,FAI,US,3.43,39.833225,-82.740007,43120,1,0,0,0,0,1,0,1,9,N,N,1,,99999,3,N,D,4,2,N,N,Y,80,LIBERTY TOWNSHIP,5,2009,7,1,1,9,3,1,0,0,0,0,0,0,0,0,0,N,N,LIBERTY,,COLUMBUS LANCASTER,RD,,,,,,PICKERINGTON,RD,,,,,,,1,15CR1946,N,1,3,4,NT,1,3,1,60,60,1,1,,0,18,,,,,,,51,M,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.93
2150141,20156055827,https://hsip.dot.state.oh.us/report/?docnbr=20156055827,2015,5,TFAITR00137**C,T,FAI,TR,0.77,39.605218,-82.735828,99045,3,0,0,1,0,0,0,1,13,Y,N,1,,99999,7, ,U,2,3,N,N,N,80,FAIRFIELD COUNTY,5,2312,5,2,1,0,5,3,0,0,0,0,0,0,0,0,0,Y,N,CLEARCREEK,,STRICKLER,RD,,,,,,8575,,,,,,,,3,15CR2054,Y,1,2,5,RT,1,2,1,40,55,1,17,,44,9,44,,,,,,21,F,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77
2150346,20156056032,https://hsip.dot.state.oh.us/report/?docnbr=20156056032,2015,5,CFAICR00056**C,C,FAI,CR,0.53,39.725758,-82.575098,41720,1,0,0,0,0,1,0,1,13,Y,N,1,,99999,5, ,U,2,0,N,N,N,80,LANCASTER,5,1539,6,2,1,0,1,1,0,1,0,0,0,0,0,0,0,N,N,LANCASTER,,SHERIDAN,DR,,,,,,980,,,,,,,,3,15  03612,Y,1,2,1,NT,12,7,1,30,35,1,17,,37,8,37,,,,,,51,M,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53
2206779,20156112678,https://hsip.dot.state.oh.us/report/?docnbr=20156112678,2015,5,MFAI9999999**C,M,FAI,99,99.99,,,62498,1,0,0,0,0,2,0,2,18,N,Y,3,,99999,0, , ,0,0,N,N,N,80,PICKERINGTON,9,1822,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,PICKERINGTON,,FOX GLEN,DR,,,,,,DURAND,CT,,,,,,,1,00000A-15-1589,Y,1,2,4,LT,2,3,1,5,25,6,2,,0,20,,,,,,,51,M,1,1,1,2,3,4,NT,1,6,1,15,25,1,1,,20,,,,,,,58,F,1,1,1,,,,,,,,,,,,,,,,,,,99.99
2209294,20156115207,https://hsip.dot.state.oh.us/report/?docnbr=20156115207,2015,5,CFAICR00054**C,C,FAI,CR,1.8,39.728308,-82.654343,41720,1,0,0,0,0,2,0,2,2,N,N,1,,99999,4, ,U,2,0,N,N,N,80,LANCASTER,9,751,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,LANCASTER,W,FAIR,AV,,,,,,BECKS KNOB,RD,,,,,,,1,15  07781,Y,1,7,6,NT,1,6,1,10,35,1,9,,0,20,,,,,,,42,F,1,1,1,2,7,6,NT,1,3,1,,35,11,1,,20,,,,,,,22,F,1,1,1,,,,,,,,,,,,,,,,,,,1.8
2209553,20156115467,https://hsip.dot.state.oh.us/report/?docnbr=20156115467,2015,5,TFAITR00110**C,T,FAI,TR,0.62,39.926164,-82.800337,18000,1,0,0,0,0,2,0,2,6,N,Y,2,,99999,4, ,U,2,0,N,N,N,80,COLUMBUS,9,2255,7,1,1,0,5,1,0,0,0,0,0,0,0,0,0,N,N,COLUMBUS,,TUSSING,RD,,,,,,GRAND HAVEN,DR,,,,,,,1,150851712,Y,1,1,2,NT,12,8,1,10,35,1,4,,0,20,,,,,,,,U,1,1,1,2,4,3,NT,12,6,1,35,35,1,1,,20,,,,,,,28,M,1,1,1,,,,,,,,,,,,,,,,,,,0.62
2264283,20156170417,https://hsip.dot.state.oh.us/report/?docnbr=20156170417,2015,5,CFAICR00033A*C,C,FAI,CR,4.93,39.721328,-82.606813,41720,1,0,0,0,0,2,0,2,5,N,N,1,,99999,3, ,U,4,3,N,N,N,80,LANCASTER,9,1223,7,2,1,0,1,3,0,0,0,0,0,0,0,0,0,N,N,LANCASTER,N,MEMORIAL,DR,,,,,W,ALLEN,ST,,,,,,,1,15  07873,Y,1,2,1,NT,12,2,1,35,35,4,10,,0,20,,,,,,,34,M,1,1,1,2,2,1,NT,12,6,1,35,35,1,1,,20,,,,,,,46,M,1,1,1,,,,,,,,,,,,,,,,,,,4.93
2205844,20156111737,https://hsip.dot.state.oh.us/report/?docnbr=20156111737,2015,5,SFAISR00256**C,S,FAI,SR,13.47,39.845437,-82.602695,3758,1,0,0,0,0,2,0,2,18,N,Y,1,,99999,4, ,U,2,3,N,N,Y,80,FAIRFIELD COUNTY,9,1155,7,4,2,0,1,1,0,0,0,0,0,0,0,0,0,N,N,BALTIMORE,W,MARKET,ST,,,,,,WALNUT,ST,,,,,,,1,15CR4184,Y,1,3,2,LT,12,6,1,5,25,6,2,,0,20,,,,,,,40,M,1,1,1,2,4,3,NT,12,1,1,10,25,8,1,,20,,,,,,,58,F,1,1,1,,,,,,,,,,,,,,,,,,,14.67
2212165,20156118093,https://hsip.dot.state.oh.us/report/?docnbr=20156118093,2015,5,CFAICR00033A*C,C,FAI,CR,6.16,39.732876,-82.621753,41720,1,0,0,0,0,2,0,2,2,N,N,1,,99999,3, ,D,4,3,N,N,N,80,LANCASTER,9,1003,3,4,2,0,1,1,0,0,0,0,0,1,0,0,0,N,Y,LANCASTER,N,MEMORIAL,DR,,,,,,1934,,,,,,,,3,15  07966,Y,1,3,4,NT,1,7,1,30,45,1,9,,0,20,,,,,,,74,M,1,1,1,2,3,4,NT,1,6,1,15,45,11,1,,20,,,,,,,45,M,1,7,1,,,,,,,,,,,,,,,,,,,6.16
2216123,20156122074,https://hsip.dot.state.oh.us/report/?docnbr=20156122074,2015,5,MFAI9999999**C,M,FAI,99,99.99,,,41720,1,0,0,0,0,2,0,2,19,N,Y,2,,99999,0, , ,0,0,N,N,N,80,LANCASTER,10,1314,3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,N,N,LANCASTER,W,SIXTH,AV,,,,,,FOREST ROSE,AV,,,,,,,1,15  08185,Y,1,1,4,RT,2,7,1,5,25,5,2,,0,20,,,,,,,41,M,1,1,1,2,3,4,NT,4,4,1,7,35,1,1,,20,,,,,,,84,M,1,1,1,,,,,,,,,,,,,,,,,,,99.99
2216105,20156122056,https://hsip.dot.state.oh.us/report/?docnbr=20156122056,2015,5,CFAICR00077**C,C,FAI,CR,1.23,39.764682,-82.433875,69204,1,0,0,0,0,2,0,2,3,N,N,10,,99999,7, ,U,4,0,N,N,N,80,FAIRFIELD COUNTY,10,1716,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,RUSHVILLE,W,MAIN,ST,,,,,,8335 W. MAIN,,,,,,,,3,15CR4545,Y,1,2,4,LT,12,7,1,5,25,2,2,,0,20,,,,,,,30,M,1,1,1,2,4,3,NT,12,2,1,25,25,1,1,,20,,,,,,,50,M,1,1,1,,,,,,,,,,,,,,,,,,,1.23
2264288,20156170422,https://hsip.dot.state.oh.us/report/?docnbr=20156170422,2015,5,CFAICR00505**C,C,FAI,CR,1.24,39.731981,-82.617582,41720,1,0,0,0,0,2,0,2,2,N,Y,2,,99999,5, ,U,2,0,N,N,N,80,LANCASTER,10,1432,6,4,2,0,1,4,0,0,0,0,0,0,0,0,0,Y,N,LANCASTER,N,PIERCE,AV,,,,,N,MEMORIAL,DR,,,,,,,1,15  08071,Y,1,2,3,RT,3,6,1,1,25,11,9,,0,20,,,,,,,24,M,1,1,1,2,2,3,RT,3,2,1,,25,11,1,,20,,,,,,,21,F,1,1,1,,,,,,,,,,,,,,,,,,,1.24
2232431,20156138454,https://hsip.dot.state.oh.us/report/?docnbr=20156138454,2015,5,TFAITR00207**C,T,FAI,TR,5.88,39.90327,-82.774637,62498,1,0,0,0,0,2,0,2,18,N,Y,3,,99999,3, ,U,4,0,N,N,N,80,PICKERINGTON,10,1735,7,4,2,0,1,1,0,0,0,0,0,0,0,0,0,N,N,PICKERINGTON,,DILEY,RD,,,,,,WINDMILLER,DR,,,,,,,1,00000A-15-1902,Y,1,4,1,LT,2,3,1,5,25,6,2,,0,20,,,,,,,32,M,1,1,1,2,2,4,LT,1,3,1,5,25,6,1,,20,,,,,,,45,M,1,1,1,,,,,,,,,,,,,,,,,,,5.88
2226162,20156132166,https://hsip.dot.state.oh.us/report/?docnbr=20156132166,2015,5,CFAICR00352**C,C,FAI,CR,0.36,39.737523,-82.563126,41720,1,0,0,0,0,2,0,2,19,N,Y,3,,99999,5, ,U,2,0,N,N,N,80,LANCASTER,10,1642,3,4,2,0,1,2,0,0,0,0,0,0,0,0,0,N,N,LANCASTER,,MONMOUTH,ST,,,,,,TIKI,LA,,,,,,,1,15  08833,Y,1,3,1,RT,2,3,1,20,25,5,17,,0,20,,,,,,,29,M,1,1,1,2,1,2,NT,2,6,1,,25,11,1,,20,,,,,,,47,F,1,1,1,,,,,,,,,,,,,,,,,,,0.36
2227900,20156133906,https://hsip.dot.state.oh.us/report/?docnbr=20156133906,2015,5,CFAICR00020**C,C,FAI,CR,10.41,39.907346,-82.73102,80206,1,0,0,0,0,2,0,2,2,N,N,1,,99999,5, ,U,2,0,N,N,N,80,VIOLET TOWNSHIP,10,715,5,1,2,0,2,1,0,0,0,0,0,0,0,0,0,Y,Y,VIOLET (TOWNSHIP OF),,PICKERINGTON,RD,,,,,,REFUGEE,RD,,,,,,,1,15CR4986,Y,1,2,1,NT,12,1,1,45,55,1,9,,0,20,,,,,,,16,M,1,5,1,2,2,1,NT,12,4,1,,55,11,1,,20,,,,,,,49,F,1,1,1,,,,,,,,,,,,,,,,,,,10.41
2150280,20156055966,https://hsip.dot.state.oh.us/report/?docnbr=20156055966,2015,5,CFAICR00502**C,C,FAI,CR,1.74,39.719461,-82.586081,41720,1,0,0,0,0,1,0,3,5,N,N,1,,99999,4, ,U,4,0,N,N,N,80,LANCASTER,5,1539,6,2,1,0,1,1,0,1,0,0,0,0,0,0,0,N,N,LANCASTER,E,SIXTH,AV,,,,,,733,,,,,,,,3,15  03610,Y,1,3,4,NT,12,7,1,25,35,1,17,,0,21,21,,,,,,51,M,4,1,1,2,3,4,NT,1,3,1,,35,10,1,,20,,,,,,,,,,,,3,1,3,1,10,1,,20,,,,,,,,,,,1.74
2151775,20156057469,https://hsip.dot.state.oh.us/report/?docnbr=20156057469,2015,5,MFAI9999999**C,M,FAI,99,99.99,,,62498,1,0,0,0,0,1,0,1,13,N,Y,3,,99999,0, , ,0,0,N,N,N,80,PICKERINGTON,5,434,2,1,1,0,4,1,1,0,0,0,0,0,0,0,0,Y,N,PICKERINGTON,,DURAND,ST,,,,,,LINDEN,CR,,,,,,,1,00000A-15-0787,Y,1,3,4,NT,1,6,1,10,25,1,17,,52,43,52,,,,,,22,M,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99
2151854,20156057548,https://hsip.dot.state.oh.us/report/?docnbr=20156057548,2015,5,TFAITR00110**C,T,FAI,TR,0.75,39.927343,-82.798496,18000,3,0,0,1,0,0,0,1,13,Y,N,1,,99999,4, ,U,2,0,N,N,N,80,COLUMBUS,5,204,4,1,1,0,5,3,0,0,0,0,1,0,0,0,0,N,N,COLUMBUS,,TUSSING,RD,,,,,,HIGHLAND PARK,DR,,,,,,,1,150402252,Y,1,3,4,NT,12,6,1,45,35,1,17,,46,9,46,,,,,,34,M,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75
2152162,20156057856,https://hsip.dot.state.oh.us/report/?docnbr=20156057856,2015,5,SFAIUS00022**C,S,FAI,US,9.66,39.683834,-82.676939,99045,1,0,0,0,0,1,0,1,13,N,Y,2,,99999,4, ,U,2,2,N,N,Y,80,FAIRFIELD COUNTY,5,1015,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,HOCKING,,DELMONT,RD,,,,,,CINCINNATTI-ZANESVILLE,RD,,,,,,,1,15CR2126,Y,1,3,1,RT,2,17,1,5,55,5,7,,37,8,37,,,,,,54,M,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.2
2154463,20156060164,https://hsip.dot.state.oh.us/report/?docnbr=20156060164,2015,5,SFAISR00037**C,S,FAI,SR,14.05,39.732031,-82.590992,99045,1,0,0,0,0,1,0,2,7,N,N,1,,99999,3,N,U,2,3,N,N,Y,80,FAIRFIELD COUNTY,5,1400,3,4,2,0,1,2,0,0,1,0,0,0,0,0,0,Y,N,LANCASTER,,ARBOR VALLEY,ST,,,,,,1312 GRANVILLE PIKE,,,,,,,,3,15CR2254,Y,1,3,2,LT,1,3,1,2,25,6,7,,0,20,21,,,,,,17,F,1,1,1,2,2,1,NT,1,2,1,,25,10,1,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.54
2156026,20156061734,https://hsip.dot.state.oh.us/report/?docnbr=20156061734,2015,5,CFAICR00054**C,C,FAI,CR,4.12,39.724283,-82.611774,41720,1,0,0,0,0,1,0,1,13,Y,N,1,,99999,4, ,U,2,0,N,N,N,80,LANCASTER,5,1229,6,1,1,0,1,1,0,0,0,0,0,1,0,0,0,N,N,LANCASTER,W,FAIR,AV,,,,,,540,,,,,,,,3,15  04034,Y,1,4,3,NT,12,6,1,10,35,8,17,,49,8,49,,,,,,86,M,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12
2138181,20156043821,https://hsip.dot.state.oh.us/report/?docnbr=20156043821,2015,5,SFAISR00037**C,S,FAI,SR,2.25,39.899868,-82.562558,80570,1,0,0,0,0,3,0,2,6,N,Y,2,,99999,4, ,U,2,3,N,N,Y,80,WALNUT TOWNSHIP,4,1650,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,N,N,WALNUT (TOWNSHIP OF),,,,,SR,37,,,,,,SR,204,,,,1,23-0300-23,Y,1,4,3,NT,4,7,1,30,55,1,2,,0,20,,,,,,,26,M,1,1,1,2,1,2,NT,4,8,1,55,55,1,1,,20,,,,,,,32,M,1,1,1,,,,,,,,,,,,,,,,,,,117.74
2136750,20156042385,https://hsip.dot.state.oh.us/report/?docnbr=20156042385,2015,5,SFAIIR00070**C,S,FAI,IR,1.19,39.933487,-82.789388,62498,1,0,0,0,0,2,0,2,2,N,Y,3,,99999,1,N,D,5,1,Y,Y,Y,80,PICKERINGTON,4,1037,5,4,2,0,1,1,0,0,0,0,0,1,0,0,0,N,N,PICKERINGTON,,,,,IR,70,,,,,,SR,256,,,,1,00000A-15-0554,Y,1,3,4,NT,4,2,1,3,65,1,9,,0,20,,,,,,,77,M,1,1,1,2,3,4,NT,4,3,1,,65,11,1,,20,,,,,,,57,F,1,1,1,,,,,,,,,,,,,,,,,,,112.17
2089841,20154033907,https://hsip.dot.state.oh.us/report/?docnbr=20154033907,2015,5,TFAITR00304**C,T,FAI,TR,1.03,39.718409,-82.467848,69120,1,0,0,0,0,2,0,2,2,N,Y,3,,99999,7, ,U,2,0,N,N,N,80,RUSH CREEK TOWNSHIP,11,1340,6,1,1,9,1,1,0,0,0,0,0,0,0,0,0,N,N,RUSH CREEK (TOWNSHIP OF),,LANCASTER NEW LEXINGTON,RD,,,,,,MARIETTA,RD,,,,,,,1,15CR5497,Y,1,4,3,NT,1,3,1,55,55,1,9,,0,20,,,,,,,28,M,1,1,1,2,4,2,RT,1,12,1,10,55,5,1,,20,,,,,,,43,M,1,1,1,,,,,,,,,,,,,,,,,,,1.03
2230200,20156136214,https://hsip.dot.state.oh.us/report/?docnbr=20156136214,2015,5,SFAISR00037**C,S,FAI,SR,15.51,39.714913,-82.599233,41720,1,0,0,0,0,2,0,2,2,N,Y,2,,99999,3,N,U,2,3,N,N,N,80,LANCASTER,11,1431,3,1,1,0,1,1,0,0,0,0,0,1,0,0,0,N,Y,LANCASTER,N,HIGH,ST,,,,,E,WHEELING,ST,,,,,,,1,15  09034,Y,1,2,1,NT,4,8,1,15,25,1,9,,0,20,,,,,,,64,M,1,6,1,2,2,4,LT,4,3,1,10,25,6,1,,20,,,,,,,75,F,1,1,1,,,,,,,,,,,,,,,,,,,131
2229317,20156135326,https://hsip.dot.state.oh.us/report/?docnbr=20156135326,2015,5,CFAICR00033A*C,C,FAI,CR,5.96,39.732092,-82.61813,41720,1,0,0,0,0,2,0,2,3,N,N,1,,99999,3, ,D,4,3,N,N,N,80,LANCASTER,11,1320,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,LANCASTER,N,MEMORIAL,DR,,,,,,1810,,,,,,,,3,15  08995,Y,1,2,1,NT,1,6,1,3,50,2,11,,0,20,,,,,,,0,U,1,1,1,2,1,2,NT,1,3,1,,50,11,1,,20,,,,,,,30,F,1,1,1,,,,,,,,,,,,,,,,,,,5.96
2229508,20156135518,https://hsip.dot.state.oh.us/report/?docnbr=20156135518,2015,5,CFAICR00020**C,C,FAI,CR,8.79,39.889228,-82.750531,62498,1,0,0,0,0,2,0,2,2,N,Y,4,,99999,5, ,U,2,0,N,N,N,80,PICKERINGTON,11,1646,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,Y,N,PICKERINGTON,N,CENTER,ST,,,,,N,EAST,ST,,,,,,,1,00000A-15-1915,Y,1,5,8,NT,12,6,1,15,25,1,9,,0,20,,,,,,,23,M,2,1,1,2,5,2,LT,12,9,1,15,25,6,1,,20,,,,,,,30,M,1,1,1,,,,,,,,,,,,,,,,,,,8.79
2184699,20156090496,https://hsip.dot.state.oh.us/report/?docnbr=20156090496,2015,5,MFAIMR00165**C,M,FAI,MR,0.07,39.71217,-82.600784,41720,1,0,0,0,0,4,0,2,5,N,N,1,,99999,0, , ,0,0,N,N,N,80,LANCASTER,7,1500,2,2,1,0,1,2,0,0,0,0,1,0,0,0,0,N,N,LANCASTER,E,CHESTNUT,ST,,,,,,130,,,,,,,,3,15  06053,Y,1,4,3,NT,12,6,1,30,25,4,10,,0,20,,,,,,,30,M,1,1,1,2,4,3,NT,12,3,1,25,25,1,1,,20,,,,,,,51,M,1,1,1,,,,,,,,,,,,,,,,,,,999.99
2183829,20156089624,https://hsip.dot.state.oh.us/report/?docnbr=20156089624,2015,5,SFAISR00037**C,S,FAI,SR,13.45,39.740345,-82.587611,41720,1,0,0,0,0,3,0,2,2,N,Y,3,,99999,3,N,U,2,3,N,N,N,80,LANCASTER,7,2157,7,1,1,0,4,1,0,0,0,0,0,0,0,0,0,N,N,LANCASTER,,GRANVILLE,PI,,,,,,1651,,,,,,,,3,15  06012,Y,1,1,2,NT,4,3,1,30,,1,9,,0,20,,,,,,,35,M,1,1,1,2,1,2,NT,4,7,1,45,,1,1,,20,,,,,,,44,M,1,1,1,,,,,,,,,,,,,,,,,,,128.94
